"","MOLM13_2W_2","MOLM13_WT_1","MV4_11_6W_1","MV4_11_WT_1","OCI_6W_2","OCI_WT_1","MOLM13_2W_3","MOLM13_6W_1","MOLM13_6W_2","MOLM13_6W_3","MOLM13_WT_2","MOLM13_WT_3","MV4_11_2W_1","MV4_11_2W_2","MV4_11_2W_3","MV4_11_6W_2","MV4_11_6W_3","MV4_11_WT_2","MV4_11_WT_3","OCI_2W_1","OCI_2W_2","OCI_2W_3","OCI_6W_1","OCI_6W_3","OCI_WT_2","OCI_WT_3"
"O00244",1.1512,1.15665,1.15855,1.14515,1.17049,1.17337,1.15141,1.16043,1.18904,1.15624,1.16971,1.17309,1.15508,1.14625,1.16357,1.15664,1.16302,1.15243,1.14852,1.1866,1.18913,1.18758,1.18742,1.18652,1.18936,1.19306
"O00255",1.00261,1.01004,1.00571,1.00179,1.01172,1.00723,1.01176,1.005,1.00609,1.01451,1.00852,1.01039,1.02145,1.0101,1.01094,1.01857,1.02278,1.03066,1.02159,1.02694,1.01974,1.01929,1.02003,1.01864,1.02827,1.01893
"O00257",0.97557,0.96342,0.98925,0.928,0.95658,0.95167,0.98554,0.97388,0.96433,0.98006,0.96065,0.96741,0.94354,0.94277,0.93377,0.93644,0.94751,0.94601,0.95355,0.9613,0.96999,0.96007,0.95818,0.94664,0.96746,0.95968
"O00258",0.91687,0.9281,0.93679,0.91487,0.8806,0.91387,0.91502,0.91945,0.91855,0.90202,0.91784,0.91459,0.89309,0.89052,0.89987,0.91608,0.88867,0.89195,0.89622,0.90008,0.882195320875152,0.886204340331914,0.90221,0.9011,0.88826,0.88439
"O00264",1.10143,1.0985,1.10905,1.10115,1.11732,1.11074,1.09737,1.08979,1.08604,1.09534,1.09877,1.09464,1.10596,1.0997,1.12077,1.09553,1.10742,1.10255,1.10402,1.11103,1.09473,1.10215,1.11993,1.11626,1.10299,1.10266
"O00267",1.07156,1.06753,1.06925,1.07239,1.0442,1.04619,1.07477,1.07105,1.05912,1.06728,1.06581,1.06628,1.05586,1.05419,1.05299,1.06127,1.06073,1.07733,1.0781,1.0503,1.04567,1.04842,1.04988,1.04854,1.05178,1.04924
"O00268",0.93576,0.93991,0.94576,0.9596,0.95115,0.95018,0.9389,0.93673,0.93886,0.94363,0.93566,0.93591,0.96576,0.95919,0.96899,0.96722,0.96721,0.96121,0.95857,0.9553,0.95086,0.95573,0.9503,0.9499,0.95592,0.95774
"O00273",1.09079,1.09011,1.10484,1.048,1.07053,1.06866,1.0876,1.10937,1.09554,1.11885,1.09336,1.09321,1.0557,1.05787,1.06413,1.0592,1.06016,1.04223,1.04631,1.07863,1.06807,1.07575,1.08936,1.08132,1.07525,1.07186
"O00287",0.98071,0.9566,0.98579,0.96428,0.94449,0.93253,0.97352,0.9561,0.97584,0.96927,0.96525,0.9504,0.96892,0.96001,0.98671,1.00088,0.98205,0.94688,0.95639,0.94024,0.9433,0.93448,0.92368,0.96472,0.94826,0.94713
"O00291",1.07309,1.04059,1.03155,1.00354,1.09836,1.09108,1.06706,1.06036,1.06283,1.04423,1.04304,1.03385,1.03007,1.01952,1.03173,1.02199,1.01511,1.00489,1.00463,1.08871,1.08906,1.08925,1.09452,1.08793,1.09629,1.09421
"O00299",1.3011,1.30248,1.29417,1.27287,1.29114,1.2827,1.30113,1.30682,1.30424,1.30241,1.30546,1.30427,1.28496,1.28253,1.27909,1.26804,1.27515,1.27347,1.27478,1.2846,1.2768,1.28963,1.29712,1.29142,1.28904,1.29
"O00303",1.17795,1.1923,1.19232,1.20126,1.1726,1.18051,1.18498,1.18946,1.18359,1.18459,1.18541,1.18731,1.19214,1.18328,1.1934,1.17855,1.19788,1.18884,1.20153,1.17387,1.17368,1.17163,1.17608,1.17767,1.18659,1.18111
"O00308",0.94015,0.94261,0.94913,0.96456,0.96527,0.96248,0.94628,0.94882,0.95275,0.94854,0.94912,0.94065,0.9631,0.95918,0.96168,0.95991,0.96853,0.97146,0.96557,0.96485,0.96236,0.96392,0.96505,0.97244,0.9651,0.96259
"O00311",0.92118,0.93856,0.9244,0.92843,0.91011,0.92338,0.92126,0.94048,0.93366,0.94275,0.9488,0.93844,0.91787,0.93968,0.932014831105592,0.928737918633238,0.92949,0.94918,0.95029,0.91973,0.93352,0.91545,0.91937,0.91049,0.93301,0.92985
"O00329",1.0187,1.01713,1.01334,1.03573,1.01362,1.0026,1.01371,1.02015,1.03285,1.01684,1.01701,1.01667,1.0373,1.03463,1.03835,1.04392,1.03313,1.04062,1.03717,1.00735,0.99862,1.00699,1.01254,1.01385,0.99648,0.99941
"O00330",1.08831,1.08322,1.06205,1.04226,1.10485,1.08993,1.08756,1.05787,1.09309,1.07765,0.98564,1.09383,1.08738,0.96542,1.03795,1.00065,1.08183,1.07862,1.073,1.08784,1.10498,1.11485,1.09964,1.10353,1.00009,1.10911
"O00391",0.96743,0.9022,0.90969,1.0193,0.95577,1.02248,0.96113,0.91663,0.93629,0.93044,0.90593,0.91704,1.02451,1.01308,1.01747,1.00078,1.02658,1.02454,1.02124,0.97336,0.9596,0.95321,0.95307,0.96455,1.02299,1.01333
"O00399",1.01101,1.01602,1.00364,1.0232,1.03823,1.02474,1.00903,1.0107,1.0276,1.0262,1.01307,1.01693,1.01314,1.01655,1.0239,1.01514,1.01001,1.01656,1.02722,1.02048,1.03462,1.0326,1.02693,1.02459,1.03478,1.02678
"O00400",0.95226,0.93965,0.92868,0.94037,0.98084,0.96809,0.94537,0.9446,0.9318,0.93978,0.94099,0.94678,0.94463,0.94802,0.93207,0.93611,0.93854,0.93825,0.93543,0.96367,0.97386,0.98071,0.98293,0.95192,0.99471,0.99085
"O00409",0.81869,0.82803,0.81853,0.81066,0.816862970030605,0.82303,0.82222,0.80872,0.78731,0.82872,0.80888,0.80247,0.81955,0.81816,0.82952,0.82104,0.82619,0.8184,0.81389,0.80421,0.82591,0.80946,0.79733,0.77298,0.82159,0.81927
"O00410",1.17857,1.17943,1.1869,1.16031,1.15262,1.14859,1.17748,1.18354,1.16404,1.18027,1.17683,1.17792,1.14804,1.14607,1.14804,1.14607,1.1511,1.15713,1.16479,1.14759,1.13844,1.1424,1.14562,1.14826,1.15309,1.15042
"O00411",0.95981,0.98041,0.97533,0.98186,0.94975,0.94441,0.97224,0.98822,0.94856,0.97757,0.97312,0.97034,0.97545,0.9752,0.95274,0.95301,0.95893,0.98672,0.98927,0.94262,0.95293,0.95455,0.93822,0.9515,0.95734,0.94904
"O00418",0.98482,0.98306,0.99043,1.00251,0.98327,0.98207,0.98563,0.99014,0.97856,0.98755,0.97574,0.98404,1.01146,1.00903,1.00738,1.00475,1.0125,1.001,1.00416,0.98539,0.98801,0.98687,0.98425,0.98994,0.98706,0.98232
"O00422",1.12865,1.13804,1.13028,1.13651,1.11483,1.16776,1.13996,1.13641,1.15311,1.16291,1.13095,1.14827,1.15397,1.1316,1.14527,1.13536,1.16445,1.15747,1.16151,1.13588,1.14189,1.13156,1.13561,1.1199,1.14112,1.13442
"O00429",1.12769,1.12847,1.12068,1.11582,1.14488,1.139,1.12623,1.12554,1.14065,1.1305,1.12751,1.12788,1.1147,1.10701,1.1074,1.09977,1.11188,1.11613,1.11713,1.14243,1.13755,1.14053,1.13774,1.14698,1.14192,1.1399
"O00442",1.04666,1.04997,1.05009,1.02119,1.03855,1.03953,1.05668,1.05086,1.04353,1.04563,1.0551,1.05171,1.02792,1.03127,1.02766,1.02488,1.02174,1.04103,1.02838,1.03957,1.02044,1.02807,1.05749,1.05957,1.03582,1.03155
"O00443",0.99159,0.99022,0.9984,0.99984,1.00136,1.01539,1.00688,1.01398,1.00186,1.00344,0.99867,0.99905,1.00447,0.99814,0.99817,0.99692,0.99222,0.99751,1.00146,1.01715,1.01145,1.01153,1.02291,1.0229,1.01896,1.01134
"O00459",1.01649,1.0007,1.00488,1.00601,1.00928,0.99882,1.01515,1.00249,1.01112,1.01089,0.99769,1.00251,1.02816,1.01778,1.01746,1.01086,1.01758,1.0122,1.01444,0.99654,1.0018,1.00474,1.00608,1.00579,1.00192,1.00145
"O00461",1.01602,1.01293,1.0201,1.02293,1.04753,1.04861,1.01255,1.01666,1.01277,1.01393,1.01521,1.01004,1.02098,1.01467,1.03245,1.02889,1.02698,1.01648,1.01464,1.0494,1.04102,1.03766,1.05867,1.04691,1.04559,1.04073
"O00462",0.93593,0.90668,0.91211,0.96831,0.9737,1.00074,0.92648,0.90882,0.9022,0.93761,0.90623,0.90647,0.97282,0.96665,0.96525,0.96859,0.96408,0.96648,0.96437,0.96827,0.9562,0.97325,0.98415,0.9823,0.99351,0.99347
"O00470",0.99365,0.99142,1.01246,1.00754,1.02501,1.01803,0.99735,1.00425,0.99385,1.00961,0.99511,0.9985,1.0174,1.01246,1.01069,1.01989,1.01347,1.01288,1.01625,1.02228,1.0302,1.02371,1.02429,1.01511,1.02461,1.01649
"O00471",0.96589,0.9677,0.97616,0.97652,0.95881,0.96887,0.97623,0.97423,0.9677,0.9628,0.96972,0.97011,0.97447,0.97299,0.96871,0.97686,0.97228,0.97276,0.97186,0.96351,0.9605,0.96628,0.96874,0.96606,0.9659,0.97273
"O00483",1.17433,1.19199,1.16875,1.1858,1.17415,1.17822,1.18513,1.17572,1.18898,1.17545,1.1936,1.18996,1.16484,1.16879,1.17369,1.17292,1.16983,1.18231,1.179,1.17193,1.16398,1.16914,1.18922,1.18129,1.17423,1.17156
"O00487",1.10398,1.10234,1.11332,1.12446,1.08539,1.11535,1.10418,1.09231,1.0874,1.07435,1.1039,1.09579,1.0905,1.11341,1.11612,1.10447,1.10523,1.11519,1.11187,1.09461,1.07539,1.09373,1.10818,1.11229,1.08389,1.08393
"O00488",1.04351,1.0635,1.01947,1.01362,1.03059,1.00095,1.03535,1.04628,1.04849,1.05413,1.06491,1.0672,0.98679,0.98436,0.9972,0.99029,0.98379,0.99552,1.00704,1.02038,1.03736,1.03458,1.01827,0.99905,1.02533,1.02712
"O00505",1.11535,1.12458,1.12637,1.0559,1.0815,1.07406,1.11071,1.10865,1.10959,1.13114,1.10842,1.1178,1.06502,1.06231,1.04604,1.04559,1.07015,1.06678,1.0683,1.0789,1.08116,1.07782,1.07429,1.07965,1.08522,1.08059
"O00506",0.93089,0.93666,0.92399,0.91821,0.97892,0.97589,0.93185,0.93821,0.94408,0.94899,0.93037,0.93147,0.94359,0.93888,0.93181,0.94093,0.95653,0.93776,0.93457,0.97083,0.9908,0.97901,0.96545,0.96452,0.97529,0.97468
"O00522",0.9085,0.89821,0.88918,0.93407,0.96125,0.9475,0.89422,0.89572,0.88509,0.89807,0.88771,0.88621,0.92541,0.93773,0.93866,0.92666,0.93326,0.93397,0.93571,0.94897,0.95601,0.95646,0.96197,0.94412,0.93984,0.94209
"O00541",1.08567,1.1021,1.09651,1.08098,1.09471,1.08673,1.09151,1.09136,1.09325,1.09814,1.09149,1.08705,1.08577,1.08926,1.08069,1.07444,1.09127,1.09441,1.09108,1.09386,1.10168,1.09713,1.08345,1.0956,1.10572,1.09986
"O00559",0.886727029020232,0.87633,0.89148,0.86937,0.875748861457992,0.86943,0.87938,0.90054,0.89477,0.88333,0.89312,0.887028737936582,0.89953,0.88115,0.88479,0.84344,0.89434,0.875256506537494,0.85223,0.88852,0.88656,0.879660680855949,0.87224,0.881416079113676,0.87561,0.884470817947353
"O00560",1.01658,1.00609,1.02645,1.06738,1.02956,1.0525,1.03158,1.02482,1.01253,1.01101,1.01047,1.01143,1.07673,1.07514,1.08408,1.07348,1.06797,1.06635,1.07689,1.05123,1.02471,1.03862,1.04736,1.04237,1.05038,1.05168
"O00566",1.0289,1.02505,1.02638,0.99778,1.00375,0.99492,1.01586,1.01371,1.01765,1.023,1.0148,1.02715,1.00236,0.9931,1.00232,0.99323,1.01881,1.00233,1.00501,0.99642,1.00317,0.99337,0.99332,0.99672,1.00155,0.98903
"O00567",1.1713,1.19065,1.17431,1.14286,1.16838,1.14897,1.18155,1.17062,1.17231,1.18092,1.17264,1.17369,1.15541,1.15658,1.15002,1.14709,1.15711,1.16505,1.15478,1.14833,1.16415,1.16031,1.14912,1.15587,1.16343,1.15606
"O00571",1.13079,1.14543,1.14568,1.13189,1.10963,1.13453,1.13936,1.13906,1.1307,1.1298,1.1523,1.13665,1.12341,1.12905,1.1225,1.12217,1.11745,1.1234,1.12441,1.13456,1.11831,1.13168,1.12935,1.13026,1.13382,1.12379
"O00584",1.15244,1.14527,1.14071,1.15633,1.13289,1.15392,1.15021,1.1379,1.14728,1.13346,1.15104,1.15267,1.15249,1.15432,1.15491,1.15983,1.16075,1.14845,1.15158,1.09468,1.09554,1.1191,1.13095,1.12912,1.15245,1.14443
"O00592",0.9209,0.93901,0.88662,0.90165,0.91795,0.94253,0.93158,0.90507,0.97021,0.9244,0.94012,0.94258,0.9066,0.90786,0.93641,0.93538,0.98336,0.89727,0.90118,0.83801,0.83007,0.85027,0.91109,0.93969,0.93484,0.92796
"O00629",1.08314,1.0869,1.08887,1.07477,1.10021,1.0982,1.08901,1.0809,1.08565,1.09152,1.07738,1.08204,1.08754,1.08233,1.07267,1.07735,1.08913,1.08226,1.08585,1.09836,1.10322,1.10044,1.11138,1.09619,1.1094,1.111
"O00635",0.95129,0.95451,0.94512,0.92947,0.98062,0.96867,0.9455,0.94814,0.93554,0.92432,0.94097,0.94133,0.92564,0.92183,0.91771,0.91963,0.91607,0.92312,0.9171,0.96736,0.95589,0.96653,0.97353,0.96753,0.96632,0.9636
"O00716",0.93541,0.93544,0.91973,0.88315,0.90938,0.90641,0.9358,0.93083,0.94036,0.94552,0.93207,0.93711,0.88276,0.87898,0.88257,0.87494,0.86204,0.8715,0.87992,0.91048,0.92512,0.92583,0.89388,0.8943,0.92314,0.91942
"O00743",1.10524,1.11176,1.10854,1.12173,1.11306,1.11542,1.1166,1.11156,1.10126,1.1002,1.11044,1.10605,1.10724,1.10911,1.117,1.12335,1.1092,1.11876,1.11926,1.118,1.10745,1.11072,1.12135,1.12402,1.1051,1.10418
"O00748",0.9057,0.88339,0.89451,0.87479,0.89711,0.89336,0.9034,0.89333,0.90925,0.91261,0.90385,0.908,0.89891,0.89614,0.9026,0.90305,0.88592,0.88211,0.88274,0.89409,0.87296,0.8976,0.90796,0.91318,0.89827,0.90185
"O00754",1.15156,1.13497,1.10374,1.19386,1.10434,1.12575,1.15114,1.10675,1.11154,1.10273,1.13094,1.13523,1.20878,1.20034,1.20529,1.20705,1.19897,1.18858,1.19513,1.10865,1.09343,1.10928,1.10832,1.10212,1.12334,1.11843
"O00762",1.07411,1.07467,1.04098,1.09441,1.06924,1.088,1.0676,1.07791,1.09666,1.07231,1.06799,1.07423,1.08101,1.0818,1.08137,1.06363,1.08186,1.08427,1.10171,1.09866,1.10267,1.09122,1.07407,1.07121,1.11234,1.10858
"O00764",1.06392,1.05881,1.05747,1.0492,1.07881,1.06613,1.05606,1.05677,1.06353,1.05459,1.05438,1.05169,1.06023,1.05975,1.06192,1.05066,1.04042,1.03952,1.04155,1.07556,1.07291,1.0834,1.08437,1.07473,1.06757,1.06558
"O00767",1.06493,1.07367,1.07362,1.04268,1.03547,1.0603,1.07031,1.08456,1.06852,1.0806,1.06931,1.07626,1.04699,1.05036,1.05471,1.05168,1.06667,1.05071,1.04061,1.04648,1.05057,1.04033,1.0561,1.05094,1.03512,1.04998
"O14497",1.07635,1.07157,1.07646,1.0829,1.07428,1.0743,1.0767,1.06922,1.06919,1.07822,1.07031,1.0718,1.08885,1.08804,1.08913,1.09189,1.09576,1.09425,1.09249,1.07913,1.07739,1.07884,1.07761,1.06394,1.08228,1.08224
"O14521",0.98227,0.99602,0.98868,0.9971,0.97103,0.99718,0.97045,0.96784,0.94135,0.95399,0.96439,0.97767,0.96523,0.95186,0.96904,0.97567,0.95207,0.98683,0.98225,0.981,0.98306,0.95989,0.97368,0.9636,0.96099,0.96125
"O14523",0.90441,0.89487,0.89591,0.92447,0.93499,0.92271,0.90437,0.90421,0.88935,0.9068,0.88867,0.89014,0.93841,0.93313,0.94116,0.92701,0.9275,0.91956,0.9192,0.92936,0.92157,0.93905,0.92408,0.93483,0.92915,0.91494
"O14524",0.98101,0.96885,0.98267,0.97491,0.99864,0.98138,0.97597,0.97606,0.98273,0.96969,0.972,0.973,0.98703,0.97487,0.97247,0.97037,0.98305,0.98607,0.98743,0.97896,0.98118,0.98165,0.99336,1.00877,0.99983,0.98858
"O14526",0.98872,0.9858,0.98528,0.96288,0.92401,0.93027,0.99259,0.99573,0.99191,1.01483,0.98671,0.98148,0.99835,0.98601,0.97087,0.98434,0.99865,0.98867,0.99093,0.92256,0.91039,0.93459,0.93708,0.92191,0.93632,0.94256
"O14530",1.07537,1.07142,1.07324,1.07228,1.08358,1.07034,1.06905,1.07667,1.09151,1.0869,1.06508,1.0773,1.07758,1.06133,1.06242,1.05471,1.07658,1.07214,1.07845,1.08275,1.07805,1.07867,1.07288,1.08331,1.08539,1.0846
"O14545",0.98295,0.97398,0.96931,1.00156,1.00035,0.99191,0.98265,0.96859,0.96717,0.97063,0.9822,0.98482,1.00923,1.00685,1.01778,1.00467,1.00264,1.00606,1.00447,1.00837,1.01408,1.00972,1.01112,1.00263,1.00366,1.00096
"O14548",1.03898,1.04845,1.02147,1.05711,1.02346,1.01454,1.03938,1.03574,1.05484,1.03357,1.04844,1.04875,1.03626,1.04162,1.03473,1.02812,1.03966,1.0585,1.06259,1.01532,1.01433,1.01896,1.02883,1.02687,1.01656,1.01099
"O14561",1.16563,1.16569,1.15862,1.1751,1.15551,1.1528,1.15486,1.15681,1.16588,1.14787,1.17875,1.16867,1.14781,1.15547,1.16329,1.15496,1.14969,1.16258,1.17534,1.16699,1.15047,1.15846,1.15933,1.16625,1.15888,1.15525
"O14562",1.04695,1.04222,1.04396,1.05319,1.07911,1.04863,1.04234,1.04149,1.06754,1.05478,1.0397,1.04259,1.06283,1.05987,1.05416,1.05969,1.06399,1.05365,1.04625,1.04797,1.05161,1.06162,1.06536,1.08177,1.05639,1.04418
"O14578",0.92543,0.94666,0.94635,0.93833,0.91199,0.94534,0.92986,0.95771,0.93996,0.9472,0.94422,0.93935,0.94269,0.94949,0.94466,0.93877,0.94288,0.93731,0.94952,0.93905,0.94702,0.9391,0.92443,0.91773,0.9512,0.94937
"O14579",1.14468,1.12989,1.13443,1.15212,1.15644,1.14957,1.14469,1.13394,1.14651,1.13429,1.13754,1.12975,1.16144,1.15523,1.15165,1.15315,1.15266,1.15762,1.15526,1.15645,1.1522,1.15059,1.15755,1.15623,1.15855,1.15006
"O14593",0.95396,0.92909,0.9429,0.93141,0.97691,0.96692,0.96361,0.9379,0.96764,0.96812,0.92614,0.9365,0.96621,0.94698,0.9455,0.96538,0.97249,0.94314,0.94931,0.96719,0.98685,0.99288,0.96037,0.96441,0.9897,0.98534
"O14602",1.14747,1.14067,1.14887,1.13812,1.14439,1.13983,1.16596,1.16476,1.16481,1.15578,1.1653,1.16537,1.15129,1.1438,1.14928,1.14344,1.15105,1.14582,1.15275,1.16155,1.15812,1.15741,1.1599,1.16413,1.15819,1.15531
"O14617",1.05714,1.05016,1.05504,1.07723,1.03041,1.02883,1.05681,1.05113,1.02701,1.0401,1.04932,1.04206,1.06348,1.06524,1.06923,1.07257,1.05685,1.07133,1.06829,1.03414,1.02319,1.02887,1.03407,1.02904,1.02415,1.02184
"O14618",1.02011,0.99988,1.0055,1.06881,1.04345,1.04382,1.02367,1.00151,1.02264,1.01153,1.00904,1.01659,1.09083,1.07028,1.08392,1.08832,1.07566,1.06623,1.06367,1.04072,1.04669,1.03727,1.0457,1.02798,1.05545,1.04171
"O14628",0.9493,0.94991,0.93513,0.93181,0.91377,0.91516,0.939,0.92612,0.92456,0.93596,0.9378,0.94014,0.93578,0.93298,0.91592,0.924,0.9345,0.94489,0.9385,0.90799,0.9222,0.90507,0.90693,0.8966,0.91272,0.92132
"O14640",0.85462,0.86239,0.85403,0.85919,0.76445,0.825964800771241,0.85428,0.85265,0.84134,0.81731,0.85171,0.85602,0.87642,0.86658,0.86218,0.85322,0.8569,0.86685,0.85388,0.76676,0.78013,0.75499,0.75247,0.78769,0.7582,0.76126
"O14641",0.98723,0.9983,1.00182,0.98404,0.99694,0.99044,0.99629,0.99991,0.99494,0.99882,0.99167,0.99208,0.99035,0.99254,0.99636,0.99272,0.99834,0.98434,0.98041,0.99689,0.99366,0.99905,0.99844,0.99227,1.00071,0.99508
"O14646",0.97899,1.00609,0.99651,0.96856,0.99447,0.98534,0.9766,0.99159,1.00034,1.00307,0.99769,0.99863,0.97847,0.97931,0.97671,0.97305,0.98872,0.98739,0.98334,0.9892,0.9983,0.99181,0.99123,0.98931,0.99997,0.99276
"O14647",0.94918,0.94166,0.93407,0.88057,0.92821,0.91565,0.95039,0.93284,0.93357,0.96212,0.93173,0.92838,0.90117,0.89962,0.89986,0.90687,0.91444,0.91048,0.8893,0.92144,0.93926,0.93309,0.9275,0.92043,0.92425,0.92869
"O14653",0.99709,0.99457,0.99576,1.00794,1.01297,0.98594,0.99785,0.99521,1.0056,0.99629,0.9959,0.99882,1.00474,1.00413,1.0058,0.99617,1.01791,1.0119,1.0166,0.99217,1.01198,1.01148,1.00597,1.01352,0.99796,0.99715
"O14656",1.00492,0.99951,0.98973,1.03466,1.04818,1.07283,0.9966,0.99348,0.98314,0.99051,0.99144,0.99712,1.03197,1.02616,1.03683,1.03638,1.03285,1.03573,1.03588,1.06807,1.05553,1.06296,1.06024,1.04964,1.05906,1.05817
"O14657",1.00105,0.98846,0.98695,1.00439,1.03445,1.04481,1.00311,1.00572,1.00252,0.99176,0.99417,0.99871,0.99705,0.99552,1.00905,1.01324,0.9845,0.99949,1.00022,1.0441,1.03224,1.04122,1.06255,1.04214,1.04713,1.03406
"O14662",0.9971,0.97584,0.99605,1.00192,0.99398,0.98443,0.98683,0.99363,0.9907,0.99573,0.9781,0.97842,1.01298,0.99799,1.00886,1.01344,1.012,0.99752,0.99848,0.9908,1.00147,0.98917,0.9892,0.99232,0.98548,0.98584
"O14672",1.0239,1.02174,1.02864,1.06827,1.0578,1.05656,1.02563,1.01635,1.01426,1.0373,1.02127,1.02145,1.06008,1.06393,1.06438,1.0563,1.05911,1.06098,1.06145,1.04726,1.04238,1.04262,1.05688,1.05967,1.05211,1.04833
"O14678",0.76695,0.75622,0.82492,0.79118,0.791984286981583,0.80598,0.7761,0.78666,0.79633225554009,0.79469,0.77607,0.76947,0.77361,0.77867,0.77684,0.75963,0.787671380899587,0.78512,0.79556,0.79141,0.79978,0.79105,0.786273833950655,0.72392,0.80431,0.7974
"O14681",1.05535,1.04369,1.04881,1.06891,0.98608,0.9985,1.05945,1.04727,1.0474,1.03128,1.0519,1.05728,1.05748,1.04965,1.06229,1.04718,1.04623,1.06259,1.07213,0.99139,0.99404,0.99101,0.9888,0.99605,1.01078,1.00538
"O14686",0.94815,0.94395,0.94731,0.94001,0.96004,0.95756,0.94732,0.94586,0.95034,0.94701,0.94676,0.94781,0.94773,0.94645,0.94675,0.94698,0.94906,0.94777,0.94592,0.95885,0.96001,0.95791,0.96149,0.96202,0.96327,0.96193
"O14727",1.00655,0.98897,0.98885,0.97544,1.04578,1.02976,1.00634,0.98787,1.00595,0.99066,0.98715,0.9936,0.99121,0.98837,0.98442,0.9834,0.98248,0.97872,0.97665,1.04475,1.04026,1.04386,1.04027,1.04154,1.02979,1.0309
"O14730",0.99914,0.98862,0.98348,0.93704,0.94106,0.97552,1.01101,0.96881,0.97539,0.95439,0.98349,0.98246,0.96102,0.92392,0.9479,0.95232,0.95058,0.952,0.936,0.97055,0.98407,0.95767,0.97666,0.97599,0.9728,0.9526
"O14732",0.96248,0.94445,0.95089,0.98724,0.94442,0.98114,0.96713,0.95491,0.94832,0.9462,0.94939,0.94372,0.97958,0.97606,0.9852,0.9866,0.97178,0.98593,0.98746,0.97706,0.97736,0.97699,0.96394,0.93756,0.98773,0.97333
"O14733",1,0.99552,0.9945,1.02783,0.99369,1.00273,0.9951,0.98912,0.97392,0.98176,0.96959,0.97927,1.02047,1.02063,1.02232,1.02059,1.02471,1.02563,1.02534,0.99489,1.00442,0.98807,0.99229,1.00219,0.99092,0.98619
"O14734",1.00495,1.00794,1.00803,1.00569,1.01437,1.01742,1.00441,1.00725,1.0123,1.00203,1.00313,0.99942,1.00274,0.99851,0.99763,0.99976,0.98491,1.00045,0.99951,1.00559,0.99801,1.00757,1.01881,1.01927,1.01788,1.01144
"O14735",1.01857,1.00191,1.00068,1.03715,1.04356,1.0303,1.00931,1.01392,1.01097,1.00822,1.00634,1.01297,1.04356,1.03645,1.04134,1.04784,1.03728,1.03214,1.02384,1.02821,1.03522,1.03076,1.04208,1.03203,1.03569,1.03425
"O14737",1.18319,1.16059,1.18331,1.19084,1.15382,1.1537,1.18575,1.18437,1.18659,1.18328,1.18505,1.18943,1.17839,1.17345,1.1943,1.19121,1.18504,1.19817,1.19546,1.16883,1.16034,1.15097,1.15918,1.17259,1.15919,1.15914
"O14744",1.09705,1.11018,1.11098,1.09274,1.08931,1.10593,1.10623,1.1098,1.11019,1.1023,1.10856,1.1085,1.09524,1.09144,1.09934,1.09582,1.09437,1.09536,1.09351,1.11513,1.11298,1.11073,1.11,1.09232,1.10365,1.10658
"O14745",1.1043,1.08204,1.09044,1.16782,1.12829,1.09941,1.0985,1.10012,1.06884,1.0891,1.08746,1.09027,1.1501,1.14506,1.16174,1.15377,1.15429,1.15496,1.16008,1.12515,1.11644,1.11818,1.12692,1.12987,1.09308,1.08482
"O14757",1.00751,1.0131,1.01868,0.99594,0.98907,0.99755,1.01671,1.02786,1.02386,1.03269,1.01802,1.01475,0.99859,0.99955,1.00597,0.99152,1.01056,1.00669,1.01198,1.00921,1.01889,1.01075,1.00266,0.99761,1.01735,1.01742
"O14763",0.95891,0.95146,0.91432,1.00514,0.94781,1.00144,0.95096,0.91319,0.92813,0.92575,0.9599,0.95005,0.98247,0.98527,0.98919,0.97623,0.991,0.99828,1.00008,0.99402,0.98365,0.97731,0.94393,0.94638,1.0058,0.99589
"O14772",0.9388,0.94108,0.9383,0.95804,0.94124,0.95849,0.93926,0.934137114288378,0.92399,0.91546,0.93427,0.93349,0.96479,0.95235,0.97031,0.96802,0.96386,0.95961,0.9559,0.94052,0.91888,0.93149,0.94767,0.94561,0.95467,0.94707
"O14773",1.0358,1.04046,1.03373,1.10817,1.03044,1.0764,1.05127,1.053,1.02881,1.0341,1.05041,1.04722,1.11579,1.11465,1.12187,1.11013,1.10382,1.10334,1.1008,1.0549,1.0425,1.0614,1.07739,1.04369,1.07463,1.07127
"O14776",1.1233,1.1363,1.12824,1.11221,1.11807,1.12083,1.12064,1.1245,1.13066,1.12858,1.13298,1.13431,1.11989,1.11796,1.11574,1.11623,1.12332,1.11838,1.11942,1.11956,1.12031,1.11957,1.12017,1.11622,1.12773,1.12478
"O14777",0.97797,0.96718,0.98315,0.96542,0.95541,0.98438,0.97815,0.99681,0.98497,0.98933,0.97217,0.97773,0.97469,0.97018,0.96984,0.95034,0.98049,0.96621,0.98023,0.97691,0.98248,0.97667,0.95654,0.95895,1.00488,1.00442
"O14787",1.05703,1.05616,1.04656,1.06071,1.01307,1.02658,1.06206,1.04586,1.02281,1.04291,1.05287,1.05216,1.06318,1.05626,1.05427,1.0473,1.05449,1.06473,1.06312,1.00914,0.99514,1.00257,1.01264,1.01912,1.01208,1.00634
"O14802",1.01889,1.01861,1.02214,1.00029,1.01941,1.01249,1.02866,1.0235,1.02484,1.01758,1.02292,1.02287,1.00374,1.00524,1.00199,1.01008,1.01283,1.0035,1.00215,1.01447,1.01586,1.01407,1.02128,1.03064,1.01589,1.01562
